0 0.269581 0.00238156
1 0.261738 0.296109
2 0.266408 0.164457
3 0.511619 0.233605
4 0.765717 0.251026
5 -0.116893 0.247391
6 0.572694 0.227727
7 0.663605 0.0802298
8 0.31362 0.20968
9 0.0120998 0.156569
10 0.502574 0.156775
11 0.362412 0.17234
12 -0.0684816 0.124632
13 0.225202 0.160488
14 0.238234 0.187244
15 0.177381 0.173541
16 0.445249 0.185322
17 -0.0237343 0.205081
18 0.514382 0.184985
19 0.510223 0.141874
20 0.547299 0.141612
21 0.478857 0.189691
22 0.603481 0.122514
23 0.348062 0.182636
24 0.223145 0.132253
25 0.478029 0.119736
26 0.392633 0.139193
27 0.443604 0.153973
28 0.0891845 0.17944
29 0.243634 0.24459
30 0.42141 0.126084
31 0.307605 0.144622
32 0.506208 0.0986666
33 0.417539 0.110606
34 0.117593 0.135409
35 0.352257 0.140781
36 0.254499 0.118637
37 0.0903302 0.13458
38 0.298886 0.188491
39 0.156601 0.158683
40 0.279964 0.126473
41 0.492631 0.125512
42 0.46922 0.127709
43 0.0489785 0.154683
44 0.531831 0.147999
45 0.37386 0.112431
46 0.427021 0.188774
47 0.20411 0.126325
48 0.606192 0.162534
49 0.282578 0.142641
50 0.458478 0.156091
51 0.21742 0.142592
52 0.0891249 0.154607
53 0.582288 0.132241
54 0.524334 0.1096
55 0.319526 0.146948
56 0.133119 0.108472
57 0.360791 0.156097
58 0.391162 0.130449
59 0.27423 0.134352
60 0.596404 0.144067
61 0.374685 0.167506
62 0.609134 0.114911
63 -0.0539638 0.133366
64 0.303929 0.134008
65 0.190485 0.137934
66 0.252548 0.138064
67 0.362407 0.145653
68 0.378057 0.147666
69 0.272287 0.099389
70 0.199467 0.17426
71 0.323513 0.135177
72 0.176408 0.136208
73 0.141881 0.144168
74 0.247788 0.145721
75 0.336909 0.143517
76 0.281377 0.111908
77 0.0752559 0.11809
78 0.199676 0.165732
79 0.323248 0.12614
80 0.252166 0.107419
81 0.376336 0.120733
82 0.324895 0.0771786
83 0.230886 0.0893474
84 0.422058 0.0885277
85 0.292051 0.110815
86 0.375896 0.128987
87 0.32766 0.112223
88 0.253719 0.124869
