0.0657915 0.0657915
0.0812221 0.0409993
0.068208 0.031778
0.0541889 0.0283274
0.0548067 0.0231374
0.0540867 0.019568
0.0504021 0.0173423
0.0506283 0.0152961
0.0378656 0.01871
0.0433805 0.0177997
0.0448294 0.0163133
0.0382186 0.0163977
0.0360656 0.0153332
0.035961 0.0142748
0.0355499 0.0133592
0.0365778 0.0125908
0.0410063 0.0126699
0.0424128 0.0120668
0.0393489 0.0118505
0.0379224 0.011362
0.0393512 0.010927
0.041825 0.0107302
0.04172 0.0102739
0.0442116 0.0101645
0.0435973 0.00978506
0.0429351 0.00943894
0.042185 0.00912647
0.0367981 0.0103231
0.034806 0.0101701
0.0342603 0.00985166
0.0318455 0.00983973
0.0305913 0.00961902
0.0285529 0.00955185
0.0274058 0.00934559
0.0272295 0.00908399
0.0282647 0.00889551
0.0287577 0.00867228
0.0280691 0.008475
0.0279562 0.00826118
0.0260629 0.00827664
0.0252174 0.0081213
0.026037 0.00797242
0.0268453 0.00783095
0.0272608 0.00766623
0.028571 0.00761133
0.0285088 0.00744789
0.0287822 0.00729619
0.0310849 0.00750762
0.0313688 0.00736141
0.0307132 0.00724534
0.0313495 0.00713309
0.0307961 0.00701906
0.0298134 0.0069576
0.030144 0.00683792
0.0301059 0.00671482
0.0300083 0.00659668
0.0297008 0.00648924
0.0296406 0.00637859
0.0310092 0.00641896
0.0304386 0.00633859
0.0304704 0.0062356
0.0313668 0.00620096
0.0307517 0.00613422
0.031004 0.00604438
0.0322208 0.0060752
0.0328269 0.00601446
0.0341522 0.00607176
0.0346105 0.00600063
0.0356557 0.00600593
0.0343805 0.00605649
0.0342308 0.00597366
0.0361445 0.00619429
0.0370539 0.00617733
0.0373041 0.00609954
0.0373951 0.00601944
0.0367258 0.00597833
0.0359162 0.00595647
0.0368018 0.00594691
0.0374508 0.00590786
0.0365986 0.00589637
0.0367933 0.00582728
0.0369521 0.00575883
0.0369659 0.00568988
0.0362556 0.00566722
0.0375552 0.00574972
0.0373953 0.00568549
0.0375931 0.005624
0.0374742 0.00556172
0.0374046 0.00550001
0.0379819 0.00546979
0.0390987 0.00552408
0.0402101 0.00557623
0.0409136 0.00556127
0.0411288 0.00550662
0.0419293 0.00550745
0.0419008 0.00545045
0.0419264 0.0053946
0.0417952 0.00534145
0.0416196 0.00529068
0.0415682 0.00523829
