0 177.177 0.002
100000 145.444 0.002
200000 182.6 0.0021
300000 151.588 0.002205
400000 158.887 0.00231525
500000 141.579 0.00243101
600000 168.212 0.00255256
700000 163.155 0.00268019
800000 144.958 0.0028142
900000 166.014 0.00295491
1000000 161.677 0.00310266
1100000 167.324 0.00325779
1200000 146.865 0.00342068
1300000 137.709 0.00359171
1400000 157.531 0.0037713
1500000 148.008 0.00395986
1600000 166.612 0.00415786
1700000 178.551 0.00436575
1800000 160.992 0.00458404
1900000 142.388 0.00481324
2000000 154.195 0.0050539
2100000 171.356 0.0053066
2200000 172.865 0.00557193
2300000 170.748 0.00585052
2400000 167.062 0.00614305
2500000 127.679 0.0064502
2600000 158.69 0.00677271
2700000 138.151 0.00711135
2800000 152.958 0.00746691
2900000 167.688 0.00784026
3000000 183.262 0.00823227
3100000 145.008 0.00864388
3200000 155.054 0.00907608
3300000 150.292 0.00952988
3400000 179.903 0.0100064
3500000 156.515 0.0105067
3600000 139.931 0.011032
3700000 166.648 0.0115836
3800000 158.198 0.0121628
3900000 154.934 0.012771
4000000 169.094 0.0134095
4100000 167.509 0.01408
4200000 158.437 0.014784
4300000 165.796 0.0155232
4400000 157.347 0.0162993
4500000 141.788 0.0171143
4600000 148.782 0.01797
4700000 183.576 0.0188685
4800000 152.34 0.0198119
4900000 160.705 0.0208025
5000000 173.967 0.0218427
5100000 160.609 0.0229348
5200000 171.258 0.0240815
5300000 176.27 0.0240815
5400000 173.228 0.0252856
5500000 162.398 0.0265499
5600000 171.246 0.0278774
5700000 166.412 0.0292713
5800000 156.724 0.0307348
5900000 171.41 0.0322716
6000000 149.986 0.0338851
6100000 153.172 0.0355794
6200000 137.861 0.0373584
6300000 155.546 0.0392263
6400000 160.954 0.0411876
6500000 160.739 0.043247
6600000 142.265 0.0454093
6700000 148.423 0.0454093
6800000 158.739 0.0476798
6900000 172.721 0.0500638
7000000 147.968 0.052567
7100000 167.457 0.0551953
7200000 165.809 0.0579551
7300000 140.581 0.0608529
7400000 163.225 0.0638955
7500000 168.969 0.0638955
7600000 142.776 0.0670903
7700000 151.521 0.0704448
7800000 153.09 0.073967
7900000 178.064 0.0776654
8000000 149.321 0.0815486
8100000 147.635 0.0856261
8200000 143.807 0.0856261
8300000 163.889 0.0899074
8400000 153.147 0.0944027
8500000 140.344 0.0991229
8600000 140.849 0.104079
8700000 149.736 0.104079
8800000 167.081 0.109283
8900000 122.842 0.114747
9000000 150.213 0.120484
9100000 135 0.120484
9200000 138.756 0.126509
9300000 135.787 0.132834
9400000 158.479 0.132834
9500000 137.902 0.139476
9600000 136.498 0.14645
9700000 152.51 0.153772
9800000 111.575 0.153772
9900000 144.839 0.161461
10000000 145.772 0.169534
10100000 134.116 0.169534
10200000 127.853 0.17801
10300000 134.853 0.17801
10400000 133.562 0.186911
10500000 132.772 0.196257
10600000 145.261 0.196257
10700000 148.161 0.206069
10800000 145.516 0.206069
10900000 115.951 0.216373
11000000 117.919 0.227191
11100000 126.286 0.227191
11200000 124.505 0.238551
11300000 127.86 0.238551
11400000 127.458 0.250479
11500000 134.206 0.250479
11600000 128.577 0.263003
11700000 122.371 0.263003
11800000 128.857 0.276153
11900000 125.952 0.276153
12000000 129.737 0.276153
12100000 116.576 0.28996
12200000 131.462 0.28996
12300000 105.171 0.304458
12400000 118.199 0.304458
12500000 96.3649 0.319681
12600000 134.792 0.319681
12700000 117.174 0.319681
12800000 139.692 0.335665
12900000 91.4927 0.335665
13000000 98.2902 0.352449
13100000 104.535 0.352449
13200000 110.586 0.352449
13300000 95.1528 0.370071
13400000 93.7769 0.370071
13500000 106.58 0.370071
13600000 101.987 0.388574
13700000 113.559 0.388574
13800000 96.2427 0.388574
13900000 104.002 0.408003
14000000 107.095 0.408003
14100000 116.59 0.408003
14200000 85.8657 0.428403
14300000 104.197 0.428403
14400000 100.165 0.428403
14500000 107.228 0.428403
14600000 81.0207 0.449824
14700000 78.5785 0.449824
14800000 107.856 0.449824
14900000 86.4951 0.449824
15000000 89.6797 0.472315
15100000 71.0111 0.472315
15200000 83.0081 0.472315
15300000 96.0574 0.49593
15400000 103.643 0.49593
15500000 104.58 0.49593
15600000 97.2751 0.49593
15700000 100.579 0.49593
15800000 96.8605 0.520727
15900000 78.4779 0.520727
16000000 89.8962 0.520727
16100000 86.6635 0.520727
16200000 93.5201 0.546763
16300000 79.453 0.546763
16400000 106.413 0.546763
16500000 81.8203 0.546763
16600000 79.0359 0.546763
16700000 82.9714 0.574102
16800000 80.3548 0.574102
16900000 76.3287 0.574102
17000000 97.3104 0.574102
17100000 89.8041 0.574102
17200000 72.6617 0.602807
17300000 72.0881 0.602807
17400000 76.7969 0.602807
17500000 86.4518 0.602807
17600000 72.725 0.602807
17700000 83.2841 0.632947
17800000 63.3011 0.632947
17900000 77.9453 0.632947
18000000 91.0129 0.632947
18100000 91.7426 0.632947
18200000 78.8052 0.664594
18300000 72.5892 0.664594
18400000 76.8178 0.664594
18500000 81.6182 0.664594
18600000 84.1138 0.664594
18700000 87.1136 0.664594
18800000 73.0938 0.697824
18900000 64.4773 0.697824
19000000 84.3859 0.697824
19100000 73.0327 0.697824
19200000 80.056 0.697824
19300000 78.8119 0.697824
19400000 79.188 0.697824
19500000 58.5431 0.732715
19600000 68.1041 0.732715
19700000 72.7996 0.732715
19800000 71.0634 0.732715
19900000 75.9488 0.732715
20000000 87.2379 0.732715
20100000 77.2561 0.732715
20200000 74.29 0.769351
20300000 85.6897 0.769351
20400000 80.3394 0.769351
20500000 65.1705 0.769351
20600000 69.8256 0.769351
20700000 71.2163 0.769351
20800000 61.5543 0.769351
20900000 70.674 0.807818
21000000 83.7489 0.807818
21100000 61.3901 0.807818
21200000 68.3725 0.807818
21300000 72.2693 0.807818
21400000 68.6775 0.807818
21500000 96.1769 0.807818
21600000 80.2546 0.848209
21700000 83.7844 0.848209
21800000 58.1189 0.848209
