1 0 0 0
1 0.0256496 0 0
1 0.0512993 0 0
1 0.0769489 0 0
1 0.102599 0 0
1 0.128248 0 0
1 0.153898 0 0
1 0.179547 0 0
1 0.205197 0 0
1 0.230847 0 0
1 0.256496 0 0
1 0.282146 0 0
1 0.307796 0 0
1 0.333445 0 0
1 0.359095 0 0
1 0.384745 0 0
1 0.410394 0 0
1 0.436044 0 0
1 0.461694 0 0
1 0.487343 0 0
1 0.512993 0 0
1 0.538642 0 0
1 0.564292 0 0
1 0.589942 0 0
1 0.615591 0 0
1 0.641241 0 0
1 0.666891 0 0
1 0.69254 0 0
1 0.71819 0 0
1 0.74384 0 0
1 0.769489 0 0
1 0.795139 0 0
1 0.820788 0.0930045 0.0930045
1 0.846438 0.243154 0.243154
1 0.872088 0.651107 0.651107
1 0.897737 0.779506 0.779506
1 0.923387 0.819313 0.819313
1 0.949037 0.884869 0.884869
1 0.974686 0.957327 0.957327
1 1.00034 0.930458 0.930458
1 1.02599 0.865115 0.865115
1 1.05164 0.735196 0.735196
1 1.07728 0.791655 0.791655
1 1.10293 0.571084 0.571084
1 1.12858 0.644926 0.644926
1 1.15423 0.548347 0.548347
1 1.17988 0.525017 0.525017
1 1.20553 0.498307 0.498307
1 1.23118 0.389801 0.389801
1 1.25683 0.539042 0.539042
1 1.28248 0.522186 0.522186
1 1.30813 0.559723 0.559723
1 1.33378 0.467318 0.467318
1 1.35943 0.545354 0.545354
1 1.38508 0.441 0.441
1 1.41073 0.556371 0.556371
1 1.43638 0.434268 0.434268
1 1.46203 0.402787 0.402787
1 1.48768 0.484824 0.484824
1 1.51333 0.406998 0.406998
1 1.53898 0.396637 0.396637
1 1.56463 0.354983 0.354983
1 1.59028 0.357687 0.357687
1 1.61593 0.416895 0.416895
1 1.64158 0.469664 0.469664
1 1.66723 0.55975 0.55975
1 1.69288 0.540574 0.540574
1 1.71853 0.462386 0.462386
1 1.74418 0.472248 0.472248
1 1.76983 0.522032 0.522032
1 1.79547 0.59957 0.59957
1 1.82112 0.542347 0.542347
1 1.84677 0.500492 0.500492
1 1.87242 0.450595 0.450595
1 1.89807 0.507415 0.507415
1 1.92372 0.494063 0.494063
1 1.94937 0.51667 0.51667
1 1.97502 0.425274 0.425274
1 2.00067 0.50485 0.50485
1 2.02632 0.504319 0.504319
1 2.05197 0.565985 0.565985
1 2.07762 0.460151 0.460151
1 2.10327 0.428214 0.428214
1 2.12892 0.447765 0.447765
1 2.15457 0.519784 0.519784
1 2.18022 0.522629 0.522629
1 2.20587 0.552923 0.552923
1 2.23152 0.560318 0.560318
1 2.25717 0.56027 0.56027
1 2.28282 0.475595 0.475595
1 2.30847 0.535781 0.535781
1 2.33412 0.521526 0.521526
1 2.35977 0.422282 0.422282
1 2.38542 0.48447 0.48447
1 2.41107 0.575726 0.575726
1 2.43672 0.491919 0.491919
1 2.46237 0.512254 0.512254
1 2.48802 0.537397 0.537397
1 2.51366 0.473662 0.473662
1 2.53931 0.500574 0.500574
2 0 0 0
2 0.0256496 0 0
2 0.0512993 0 0
2 0.0769489 0 0
2 0.102599 0 0
2 0.128248 0 0
2 0.153898 0 0
2 0.179547 0 0
2 0.205197 0 0
2 0.230847 0 0
2 0.256496 0 0
2 0.282146 0 0
2 0.307796 0 0
2 0.333445 0 0
2 0.359095 0 0
2 0.384745 0 0
2 0.410394 0 0
2 0.436044 0 0
2 0.461694 0 0
2 0.487343 0 0
2 0.512993 0 0
2 0.538642 0 0
2 0.564292 0 0
2 0.589942 0 0
2 0.615591 0 0
2 0.641241 0 0
2 0.666891 0 0
2 0.69254 0 0
2 0.71819 0 0
2 0.74384 0 0
2 0.769489 0 0
