-0.301091 0.301091
-0.30674 0.173927
-0.318659 0.123561
-0.327479 0.0961156
-0.340211 0.0795041
-0.347586 0.0675967
-0.354204 0.0589134
-0.359294 0.0522055
-0.363981 0.0469286
-0.366799 0.042542
-0.371785 0.0391541
-0.374564 0.0361236
-0.378938 0.0337288
-0.381587 0.0315113
-0.38368 0.0295504
-0.38453 0.0277707
-0.38624 0.0262383
-0.386697 0.0248232
-0.387557 0.023565
-0.389113 0.0224687
-0.391562 0.0215626
-0.392527 0.0206264
-0.39203 0.0197545
-0.391824 0.018949
-0.393542 0.0182864
-0.394927 0.0176506
-0.394922 0.0170085
-0.395566 0.0164242
-0.396008 0.0158734
-0.39617 0.0153537
-0.396897 0.0148839
-0.39733 0.0144323
-0.397696 0.0140062
-0.398176 0.0136086
-0.398343 0.0132262
-0.398473 0.0128645
-0.398809 0.0125259
-0.399972 0.0122558
-0.40009 0.011946
-0.400679 0.0116659
-0.401289 0.0114011
-0.401103 0.0111343
-0.401086 0.0108784
-0.400923 0.0106351
-0.401569 0.0104214
-0.402298 0.0102233
-0.401952 0.010014
-0.402002 0.00980766
-0.40235 0.00961579
-0.402161 0.00942725
-0.402204 0.00924428
-0.40242 0.00907074
-0.402797 0.00890918
-0.403262 0.00875804
-0.403336 0.00860054
-0.403194 0.0084495
-0.40333 0.00830367
-0.403959 0.00818585
-0.404214 0.00805231
-0.404191 0.00791924
-0.403861 0.00779745
-0.403886 0.00767272
-0.404335 0.00756523
-0.40439 0.00744813
-0.404416 0.00733446
-0.404507 0.00722474
-0.404388 0.00711868
-0.40434 0.00701492
-0.40454 0.00691688
-0.40486 0.00682626
-0.405227 0.0067408
-0.405156 0.00664821
-0.405539 0.00656889
-0.405832 0.00648737
-0.40565 0.00640404
-0.405907 0.00632555
-0.406085 0.00624647
-0.405692 0.00617944
-0.405452 0.00610642
-0.405424 0.00603062
-0.405519 0.00595739
-0.405352 0.00588756
-0.405647 0.00582455
-0.405606 0.00575576
-0.405542 0.0056888
-0.40575 0.00562686
-0.40582 0.00556299
-0.405869 0.00550035
-0.406211 0.0054496
-0.406132 0.00538995
-0.406376 0.00533663
-0.406239 0.00528072
-0.405909 0.00523461
-0.405907 0.00517922
-0.406118 0.00512933
-0.406231 0.00507743
-0.406331 0.00502635
-0.406602 0.00498268
-0.406171 0.00495133
-0.406152 0.0049021
